Filename,Extracted Values
X8Y4QVOX,"{""Fixed Assets"": ""923"", ""Current Assets"": ""4755"", ""Creditors: amounts falling due within one year"": ""-1719"", ""Net current assets (liabilities)"": ""3036"", ""Total assets less current liabilities"": ""3959"", ""Total net assets (liabilities)"": ""3959"", ""Capital and reserves"": ""3959""}"
X8Y4QVUG,{}
X8Y4QW2Z,NaN
X8Y4QWEH,"{""Cash at bank and in hand"": ""10"", ""Net assets"": ""10"", ""10 Ordinary Shares 1 of £ each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4QX4H,{}
X8Y4QXRM,{}
X8Y4QXYP,"{""Cash at bank and in hand"": ""1"", ""Net assets Issued share capital"": ""1""}"
X8Y4QZ0O,"{""Called up share capital not paidCurrent assets"": ""0"", ""Cash at bank and in hand"": ""11"", ""Net assetsIssued share capital"": ""11"", ""11 Ordinary Shares of £ | each"": ""11"", ""Total Shareholder funds STATEMENTS"": ""11""}"
X8Y4QZEX,"{""Current Assets"": ""5383"", ""Creditors: amounts falling due within one year"": ""-5054"", ""Net current assets (liabilities)"": ""329"", ""Total assets less current liabilities"": ""329"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Total net assets (liabilities)"": ""329"", ""Capital and reserves"": ""329""}"
X8Y4QZFL,{}
X8Y4R0K3,{}
X8Y4R1VE,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4R1X6,"{""Current Assets"": ""30432"", ""Creditors: amounts falling due within one year"": ""-30213"", ""Net current assets (liabilities)"": ""219"", ""Total assets less current liabilities"": ""219"", ""Total net assets (liabilities)"": ""219"", ""Capital and reserves"": ""219""}"
X8Y4R2E0,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4R2LT,{}
X8Y4R2OQ,"{""Fixed Assets"": ""211"", ""Current Assets"": ""795"", ""Net current assets (liabilities)"": ""795"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""1006"", ""(2,573)"": ""-2573"", ""Total net assets (liabilities)"": ""-1567"", ""Capital and reserves For the year ending 30 June 2019 the company was entities to exemption under section 477 of the"": ""-1567""}"
X8Y4R2T6,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""30"", ""Net assets Authorised share capital"": ""30"", ""30 Ordinary of £1 each"": ""30"", ""Total shareholder funds NOTES"": ""30""}"
X8Y4R2TV,"{""Fixed assets Creditors: amounts falling due within"": ""21575"", ""one year"": ""-22094"", ""Net current liabilities"": ""-22094"", ""Total assets less current liabilities"": ""-519"", ""Net liabilities"": ""-519"", ""Capital and reserves"": ""-519""}"
X8Y4R4EZ,"{""Called up share capital not paid"": ""100"", ""Current assets"": ""296"", ""Creditors: amounts falling due within one year"": ""-1219"", ""Net current liabilities"": ""-923"", ""Total assets less current liabilities"": ""-823"", ""Accruals and deferred income"": ""-80"", ""Net liabilities"": ""-903"", ""Capital and reservesNOTES TO THE ACCOUNTS"": ""-903""}"
X8Y4R4QG,"{""Called up share capital not paid"": ""1"", ""Current assets"": ""5792"", ""Creditors: amounts falling due within one year"": ""-5161"", ""Net current assets"": ""631"", ""Total assets less current liabilities"": ""632"", ""Net assets"": ""632"", ""Capital and reserves For the period ending 31 May 2019 the company was entities to exemption from audit under scction 477 of the Companies Act 2006 relating to"": ""632""}"
X8Y4R5PL,"{""Called up share capital not paid"": ""2"", ""Net assetsTssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4R7EY,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4R7MZ,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets Authorised share capital"": ""100"", ""100 Ordinary of £1 each"": ""100"", ""Total shareholder funds NOTES"": ""100""}"
X8Y4R8QG,"{""Called up share capital not paid"": ""98"", ""Fixed Assets"": ""173395"", ""Current Assets"": ""79129"", ""Net current assets (liabilities)"": ""1884"", ""Total assets less current liabilitiesCreditors: amounts falling due after more than one"": ""175377"", ""Total net assets (liabilities)"": ""175321"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""175321""}"
X8Y4R8UH,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4R014,NaN
X8Y4R66O,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4R88A,"{""Current Assets"": ""233663"", ""Creditors: amounts falling due within one year"": ""-37418"", ""Net current assets (liabilities)"": ""196245"", ""Total assets less current liabilities"": ""196245"", ""Total net assets (liabilities)"": ""196245"", ""Capital and reserves"": ""196245""}"
X8Y4R942,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4RB69,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4RCC3,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4RCN0,{}
X8Y4RE7S,"{""Called up share capital not paid"": ""1"", ""Capital and reserves"": ""1""}"
X8Y4REEP,"{""Current Assets"": ""9"", ""Net current assets (liabilities)"": ""9"", ""Total assets less current liabilities"": ""9"", ""Total net assets (liabilities)"": ""9"", ""Capital and reserves"": ""9""}"
X8Y4REMA,"{""Called up share capital not paid"": ""100"", ""Fixed Assets"": ""41605"", ""Current Assets"": ""81299"", ""Net current assets (liabilities)"": ""81299"", ""Total assets less current liabilities"": ""123004"", ""Total net assets (liabilities)"": ""123004"", ""Capital and reserves"": ""123004""}"
X8Y4RFD6,"{""Fixed Assets"": ""2408"", ""Creditors: amounts falling due within one year"": ""-2398"", ""Net current assets (liabilities)"": ""-2398"", ""Total assets less current liabilities"": ""10"", ""Total net assets (liabilities)"": ""10"", ""Capital and reserves"": ""10""}"
X8Y4RG7U,"{""Cash at bank and in hand"": ""100"", ""Net assetsIssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4RGAB,"{""Cash at bank and in hand"": ""10"", ""Net assetsIssued share capital"": ""10"", ""10 Ordinary Shares 1 of £ each"": ""10"", ""Total Shareholder funds STATEMENTS"": ""10""}"
X8Y4RH9C,"{""Cash at bank and in hand100"": ""100"", ""100"": ""100"", ""Called up share capital"": ""100"", ""Shareholders funds"": ""100""}"
X8Y4RHX7,"{""Current assets"": ""100"", ""Net current assets"": ""100"", ""Capital and reserves"": ""100""}"
X8Y4RI3S,"{""Current Assets"": ""3"", ""Creditors: amounts falling due within one year"": ""-646"", ""Net current assets (liabilities)"": ""-643"", ""Total assets less current liabilities"": ""-643"", ""Total net assets (liabilities)"": ""-643"", ""Capital and reserves"": ""-643""}"
X8Y4RJKJ,"{""Cash at bank and in hand"": ""2"", ""Net assetsIssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4RKWI,"{""Fixed Assets"": ""3942"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""3942"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""3942"", ""Capital and reserves"": ""3942""}"
X8Y4RL0B,"{""Called up share capital not paid"": ""10000"", ""Net assetsTssued share capital"": ""10000"", ""10000 Ordinary Shares 1 of £ each"": ""10000"", ""Total Shareholder funds STATEMENTS"": ""10000""}"
X8Y4RLJL,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""100 Ordinary Shares of £ | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4RLLM,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4RM4W,"{""Fixed Assets"": ""373"", ""Current Assets"": ""45379"", ""Net current assets (liabilities)"": ""30944"", ""Total assets less current liabilities"": ""31317"", ""Total net assets (liabilities)"": ""31317"", ""Capital and reserves"": ""31317""}"
X8Y4RM48,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""1"", ""Net assets Authorised share capital"": ""1"", ""10 Ordinary of £0 each"": ""1"", ""Total shareholder funds NOTES"": ""1""}"
X8Y4RMKR,"{""Fixed Assets"": ""286179"", ""Current Assets"": ""53641"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""72480"", ""Total net assets (liabilities)"": ""18325"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""18325""}"
X8Y4RP2J,"{""Fixed Assets"": ""1522"", ""Current Assets"": ""21449"", ""Creditors: amounts falling due within one year"": ""-22532"", ""Net current assets (liabilities)"": ""-1083"", ""Total assets less current liabilities"": ""439"", ""Total net assets (liabilities)"": ""439"", ""Capital and reserves"": ""439""}"
X8Y4RPRV,"{""Fixed Assets"": ""9920"", ""Current Assets"": ""21864"", ""Creditors: amounts falling due within one year"": ""-16724"", ""Net current assets (liabilities)"": ""5140"", ""Total assets less current liabilities"": ""15060"", ""Total net assets (liabilities)"": ""15060"", ""Capital and reservesFor the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""15060""}"
X8Y4RPXC,"{""Creditors: amounts falling due within one year"": ""-5374"", ""Net current assets (liabilities)"": ""-5374"", ""Total assets less current liabilities"": ""-5374"", ""Total net assets (liabilities)"": ""-5374"", ""Capital and reserves For the year ending 31 July 2019 the company was entities to exemption under section 477 of the"": ""-5374""}"
X8Y4RQMB,"{""Cash at bank and in hand"": ""37"", ""Net assetsIssued share capital"": ""37"", ""37 Ordinary Shares 1 of £ each"": ""37"", ""Total Shareholder funds STATEMENTS"": ""37""}"
X8Y4RR01,"{""Current assetsCreditors: amounts falling due within"": ""18346"", ""one year"": ""-15708"", ""Net current assets"": ""2640"", ""Total assets less current liabilities"": ""2640"", ""Accruals and deferred income"": ""-1683"", ""Net assets"": ""957"", ""Capital and reservesThe company is a private company limited by shares and incorporated in England. Its registered"": ""957"", ""0"": ""0""}"
X8Y4RREB,"{""Cash at bank and in hand"": ""100"", ""Net assetsIssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4RSXR,{}
X8Y4RTW8,"{""Fixed Assets"": ""18099"", ""Current Assets"": ""609"", ""Creditors: amounts falling due within one year"": ""-23896"", ""Net current assets (liabilities)"": ""-23287"", ""Total assets less current liabilities"": ""-5188"", ""Total net assets (liabilities)"": ""-5188"", ""Capital and reservesFor the year ending 28 February 2019 the company was entities to exemption under section 477 of"": ""-5188""}"
X8Y4RU81,"{""Fixed Assets"": ""279290"", ""Current Assets"": ""2823"", ""Prepayments and accrued income"": ""600"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""3423"", ""Total assets less current liabilitiesCreditors: amounts falling due after more than one"": ""282713"", ""Total net assets (liabilities)"": ""32713"", ""Capital and reserves"": ""32713""}"
X8Y4RUDE,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""100 Ordinary Shares of £ | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4RUPK,"{""Fixed Assets"": ""245"", ""Current Assets"": ""18448"", ""Creditors: amounts falling due within one year"": ""977"", ""Net current assets (liabilities)"": ""17471"", ""Total assets less current liabilities"": ""17716"", ""Total net assets (liabilities)"": ""17716"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""17716""}"
X8Y4RV3M,"{""Called up share capital not paid"": ""10000"", ""Net assetsTssued share capital"": ""10000"", ""10000 Ordinary Shares 1 of £ each"": ""10000"", ""Total Shareholder funds STATEMENTS"": ""10000""}"
X8Y4RVQH,"{""Net assetsIssued share capital"": ""0"", ""1 Ordinary Share 0 of £ each"": ""0"", ""Total Shareholder funds STATEMENTS"": ""0""}"
X8Y4RWLD,"{""Cash at bank and in hand"": ""1000"", ""Net assetsIssued share capital"": ""1000"", ""1000 Ordinary Shares 1 of £ each"": ""1000"", ""Total Shareholder funds STATEMENTS"": ""1000""}"
X8Y4RX03,"{""Fixed Assets"": ""15302"", ""Current Assets"": ""8242"", ""Creditors: amounts falling due within one year"": ""-9106"", ""Net current assets (liabilities)"": ""-864"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""14438"", ""(14415)"": ""-14415"", ""Total net assets (liabilities)"": ""23"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""23""}"
X8Y4RX54,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4RXDD,"{""Current assets"": ""29669"", ""Prepayments and accrued income"": ""3360"", ""33,029"": ""33029"", ""one year"": ""-22228"", ""Net current assets"": ""10801"", ""Total assets less current liabilities"": ""10801"", ""Net assets"": ""10801"", ""Capital and reserves"": ""10801""}"
X8Y4RYWX,{}
X8Y4RZAZ,"{""Current Assets"": ""187"", ""Net current assets (liabilities)"": ""-9360"", ""Total assets less current liabilitiesCreditors: amounts falling due after more than one"": ""-9360"", ""Total net assets (liabilities)"": ""-9360"", ""Capital and reserves"": ""-9360""}"
X8Y4RZKO,{}
X8Y4RZMH,{}
X8Y4S1CP,"{""Fixed Assets"": ""9310"", ""Current Assets"": ""116772"", ""Creditors: amounts falling due within one year"": ""-54731"", ""Net current assets (liabilities)"": ""62041"", ""Total assets less current liabilities"": ""71351"", ""Total net assets (liabilities)"": ""71351"", ""Capital and reservesFor the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""71351""}"
X8Y4S1RV,"{""Fixed Assets"": ""3"", ""Current Assets"": ""13787"", ""Creditors: amounts falling due within one year"": ""-14360"", ""Net current assets (liabilities)"": ""-573"", ""Total assets less current liabilities"": ""-570"", ""Total net assets (liabilities)"": ""-570"", ""Capital and reserves"": ""579""}"
X8Y4S2W9,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4S3MP,"{""Fixed assets"": ""533"", ""Current assets"": ""43465"", ""year"": ""-42885"", ""Net current assets"": ""580"", ""Total assets less current liabilities"": ""1113"", ""Net assets"": ""1113"", ""Capital and reserves"": ""1113"", ""Average number of employee"": ""6""}"
X8Y4S3PL,"{""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Capital and reservesFor the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""0""}"
X8Y4S3QX,{}
X8Y4S3RE,"{""Current assers"": ""19"", ""Net eurrcut ąsscts"": ""19"", ""Cupital and reserves"": ""9""}"
X8Y4S3T6,"{""Cash at bank and in hand"": ""2"", ""Net assets Issued share capital"": ""2""}"
X8Y4S3TU,"{""Fixed Assets"": ""20766"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""20766"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""20766"", ""Capital and reserves"": ""20766""}"
X8Y4S3VE,"{""Called up share capital not paid"": ""10"", ""Net assets"": ""10"", ""10 Ordinary Shares of £ | each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4S4OI,"{""Current asscts"": ""3001"", ""Creditors: amounts falling due within one year"": ""1196"", ""Net current assets"": ""1805"", ""Total assets less current liabilities"": ""1805"", ""Accruals and deferred income"": ""360"", ""1,445"": ""1445"", ""Capital and reservesFor the year ending 30 June 2019 the company was entities to exemption from audit under section 477 of the Companies Act"": ""1445""}"
X8Y4S6AA,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4S7YB,"{""Fixed Assets"": ""312884"", ""Current Assets"": ""5946"", ""Prepayments and accrued income"": ""45"", ""Creditors: amounts falling due within one year"": ""-22974"", ""Net current assets (liabilities)"": ""-16983"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""295901"", ""Accruals and deferred income"": ""-765"", ""Total net assets (liabilities)"": ""95940"", ""Capital and reserves"": ""95940""}"
X8Y4S08G,"{""Fixed Assets"": ""348"", ""Current Assets"": ""6513"", ""Creditors: amounts falling due within one year"": ""-4066"", ""Net current assets (liabilities)"": ""2447"", ""Total assets less current liabilities"": ""2795"", ""Total net assets (liabilities)"": ""2795"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""2795""}"
X8Y4S8TF,"{""Cash at bank and in hand"": ""3"", ""Net assetsIssued share capital"": ""3"", ""3 Ordinary Shares 1 of £ each"": ""3"", ""Total Shareholder funds STATEMENTS"": ""3""}"
X8Y4S9F6,"{""Called up share capital not paid"": ""3"", ""Net assetsTssued share capital"": ""3"", ""3 Ordinary Shares 1 of £ each"": ""3"", ""Total Shareholder funds STATEMENTS"": ""3""}"
X8Y4S037,{}
X8Y4S41N,"{""Fixed Assets"": ""859"", ""Current Assets"": ""22906"", ""Creditors: amounts falling due within one year"": ""-6129"", ""Net current assets (liabilities)"": ""16777"", ""Total assets less current liabilities"": ""17636"", ""Total net assets (liabilities)"": ""17636"", ""Capital and reserves"": ""17636""}"
X8Y4S57L,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4S66I,"{""Cash at bank and in hand"": ""1"", ""Net assets Issued share capital"": ""1""}"
X8Y4S969,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets Authorised share capital"": ""100"", ""100 Ordinary of £1 each"": ""100"", ""Total shareholder funds NOTES"": ""100""}"
X8Y4SA4Q,"{""Current Assets"": ""201116"", ""Creditors: amounts falling due within one year"": ""-177"", ""Net current assets (liabilities)"": ""200939"", ""Total assets less current liabilities"": ""200939"", ""Total net assets (liabilities)"": ""200939"", ""Capital and reserves"": ""200939""}"
X8Y4SBPU,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""2"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4SDBE,"{""Cash at bank and in hand"": ""100"", ""Net assetsIssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4SE57,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares of £ | each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4SESG,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SEYR,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4SF81,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4SFA1,"{""Current Assets"": ""573"", ""Creditors: amounts falling due within one year"": ""-2907"", ""Net current assets (liabilities)"": ""-2334"", ""Total assets less current liabilities"": ""-2334"", ""Total net assets (liabilities)"": ""-2334"", ""Capital and reserves"": ""2334""}"
X8Y4SFD5,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4SFR7,"{""Called up share capital not paid"": ""100"", ""Capital and reserves"": ""100""}"
X8Y4SHTK,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4SINS,"{""Fixed Assets"": ""3526"", ""Current Assets"": ""232315"", ""Creditors: amounts falling due within one year"": ""-48208"", ""Net current assets (liabilities)"": ""184107"", ""Total assets less current liabilities"": ""187633"", ""Total net assets (liabilities)"": ""187633"", ""Capital and reserves"": ""187633""}"
X8Y4SIQW,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SJNN,"{""Current Assets"": ""6832"", ""Creditors: amounts falling due within one year"": ""-2192"", ""Net current assets (liabilities)"": ""4640"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""4640"", ""Total net assets (liabilities)"": ""-13514"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""-13514""}"
X8Y4SKV5,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""100 Ordinary Shares of £ | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SLB7,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4SLGQ,"{""Called up share capital not paid"": ""1"", ""Current Assets"": ""48349"", ""Creditors: amounts falling due within one year"": ""-47490"", ""Net current assets (liabilities)"": ""859"", ""Total assets less current liabilities"": ""860"", ""Total net assets (liabilities)"": ""860"", ""Capital and reserves"": ""860""}"
X8Y4WJSR,NaN
X8Y4WKMB,{}
X8Y26BQO,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y26QBM,"{""Current Assets"": ""26772"", ""Creditors: amounts falling due within one year"": ""-1612"", ""Net current assets (liabilities)"": ""25160"", ""Total assets less current liabilities"": ""25160"", ""Accruals and deferred income"": ""-1800"", ""Total net assets (liabilities)"": ""23360"", ""Capital and reserves"": ""23360""}"
X8Y28A2W,"{""Fixed Assets"": ""11779"", ""Current Assets"": ""43205"", ""Creditors: amounts falling due within one year"": ""-14407"", ""Net current assets (liabilities)"": ""28798"", ""Total assets less current liabilities"": ""40577"", ""Total net assets (liabilities)"": ""40577"", ""Capital and reserves"": ""40577""}"
X8Y28AFV,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y28AR5,"{""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Capital and reserves"": ""0""}"
X8Y28AVS,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y28BDM,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28C76,"{""Fixed assets"": ""4608"", ""Current assets"": ""62447"", ""Prepayments and accrued income"": ""785"", ""Creditors: amounts falling due within one year"": ""-25103"", ""Net Current Assets"": ""38129"", ""Total assets less current liabilities"": ""42737"", ""Accruals and deferred income"": ""1608"", ""Net Assets"": ""41131"", ""Capital and reserves Company information"": ""41131""}"
X8Y28CDT,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""100 Ordinary Shares of £ 0.01 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28DCG,{}
X8Y28DNU,{}
X8Y28E4O,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y28E9V,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y28E20,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y28E28,"{""Called up share capital not paid"": ""500"", ""Net assets"": ""500"", ""500 Ordinary Shares 1 of £ each"": ""500"", ""Total Shareholder funds"": ""500""}"
X8Y28EQP,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y28GDT,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y28GK0,"{""Current Assets"": ""94994"", ""Creditors: amounts falling due within one year"": ""-11224"", ""Net current assets (liabilities)"": ""83770"", ""Total assets less current liabilities"": ""83770"", ""Accruals and deferred income"": ""-380"", ""Total net assets (liabilities)"": ""83390"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""83390""}"
X8Y28GVE,"{""Current Assets"": ""38779"", ""Creditors: amounts falling due within one year"": ""-2733"", ""Net current assets (liabilities)"": ""36046"", ""Total assets less current liabilities"": ""36046"", ""Creditors: amounts falling due after more than one year"": ""-32956"", ""Total net assets (liabilities)"": ""3090"", ""Capital and reserves"": ""3090""}"
X8Y28HC0,"{""Current assets"": ""9500"", ""one year"": ""-6175"", ""Net current assets"": ""3325"", ""Total assets less current liabilities"": ""3325"", ""Net assets"": ""3325"", ""Capital and reserves"": ""3325""}"
X8Y28HHV,"{""Called up share capital not paid"": ""2"", ""Fixed Assets"": ""2380"", ""Current Assets"": ""6423"", ""Creditors: amounts falling due within one year"": ""-1376"", ""Net current assets (liabilities)"": ""5047"", ""Total assets less current liabilities"": ""7429"", ""Creditors: amounts falling due after more than one year"": ""-24679"", ""Accruals and deferred income"": ""-1125"", ""Total net assets (liabilities)"": ""-18375"", ""Capital and reserves"": ""-18375""}"
X8Y28HNM,"{""Debtors"": ""12"", ""Net current assets"": ""12"", ""Net assets"": ""12"", ""Called up share capital"": ""12"", ""Shareholders funds"": ""12""}"
X8Y28HSH,"{""Called up share capital not paid"": ""3"", ""Net assetsTssued share capital"": ""3"", ""3 ordinary Shares 1 of £ each"": ""3"", ""Total Shareholder funds STATEMENTS"": ""3""}"
X8Y28IC3,"{""Current Assets"": ""417"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""417"", ""Total assets less current liabilities"": ""417"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""417"", ""Reserves For the year ending 31 March 2019 the company was entities to exemption under section 477 of the"": ""417""}"
